   8.4438139e+00   2.5250000e+01   2.5050000e+00
   1.2497732e+01   1.0960581e+01   2.5050000e+00
   1.2497732e+01   2.5250000e+01   1.0645111e+00
   1.2497732e+01   2.5250000e+01   2.5050000e+00
   1.2497732e+01   2.5250000e+01   3.9454889e+00
   1.2497732e+01   3.9539419e+01   2.5050000e+00
   2.0286300e+01   6.0787324e+00   2.5050000e+00
   2.0286300e+01   1.0960581e+01   1.0645111e+00
   2.0286300e+01   1.0960581e+01   2.5050000e+00
   2.0286300e+01   1.0960581e+01   3.9454889e+00
   2.0286300e+01   2.5250000e+01   5.7238131e-01
   2.0286300e+01   2.5250000e+01   1.0645111e+00
   2.0286300e+01   2.5250000e+01   2.5050000e+00
   2.0286300e+01   2.5250000e+01   3.9454889e+00
   2.0286300e+01   2.5250000e+01   4.4376187e+00
   2.0286300e+01   3.9539419e+01   1.0645111e+00
   2.0286300e+01   3.9539419e+01   2.5050000e+00
   2.0286300e+01   3.9539419e+01   3.9454889e+00
   2.0286300e+01   4.4421268e+01   2.5050000e+00
   3.8038476e+01   3.9368763e+00   2.5050000e+00
   3.8038476e+01   6.0787324e+00   1.0645111e+00
   3.8038476e+01   6.0787324e+00   2.5050000e+00
   3.8038476e+01   6.0787324e+00   3.9454889e+00
   3.8038476e+01   1.0960581e+01   5.7238131e-01
   3.8038476e+01   1.0960581e+01   1.0645111e+00
   3.8038476e+01   1.0960581e+01   2.5050000e+00
   3.8038476e+01   1.0960581e+01   3.9454889e+00
   3.8038476e+01   1.0960581e+01   4.4376187e+00
   3.8038476e+01   1.6835469e+01   2.5050000e+00
   3.8038476e+01   2.5250000e+01   3.5646490e-01
   3.8038476e+01   2.5250000e+01   5.7238131e-01
   3.8038476e+01   2.5250000e+01   1.0645111e+00
   3.8038476e+01   2.5250000e+01   1.6567473e+00
   3.8038476e+01   2.5250000e+01   2.5050000e+00
   3.8038476e+01   2.5250000e+01   3.3532527e+00
   3.8038476e+01   2.5250000e+01   3.9454889e+00
   3.8038476e+01   2.5250000e+01   4.4376187e+00
